text,label,idx,index
I shaped the dough from a lump into a loaf.,0,2956,2956
"Sally is making scones, and Gillian is too.",1,8002,8002
"The more obnoxious Fred is, the less attention you should pay to him.",1,170,170
The ball rolled down the hill.,1,3373,3373
Mary regretted that she did anything to help him.,1,6397,6397
It's the writer that gets you so involved.,1,5110,5110
the rice was cooked by Bill.,1,7677,7677
"John asked me to put the clothes in the cupboard, but I did so put the clothes in the suitcase.",0,3637,3637
"Almost every cat likes mice, but Felix doesn't.",1,6507,6507
This objection is main.,0,4195,4195
Calvin has not any catnip.,0,5998,5998
That Aphrodite was so promiscuous astounded the other gods.,1,7910,7910
What Mary offered to him is unclear.,1,5169,5169
This book cost $10.,1,730,730
the book with a red cover from Blackwell of poems by Robert Burns takes a very long time to read.,0,5790,5790
The old house collapsed.,1,7817,7817
John seems that is nice.,0,349,349
We reminded him of the agreement.,1,3852,3852
Where did you give the ball?,0,2024,2024
For him to do that would be a mistake.,1,409,409
Milena will make pasta.,1,7927,7927
Doug went to Chicago.,1,5885,5885
The crew has both agreed to change sponsor.,0,4218,4218
"My uncle didn't buy anything for Christmas, but my aunt did it for him and it was bright red.",0,909,909
The little cat devoured a mouse last night.,1,3812,3812
There is every book by Chomsky in this library.,1,6464,6464
The screw which I've got to try and find holds the door to the frame.,1,1291,1291
Benjamin gave the cloak to Lee.,1,8242,8242
Fred kicked the ball behind the tree.,1,2010,2010
John believed that he is honest.,1,4055,4055
"Joe will go to the store, even though Fred already has.",1,951,951
I wonder if you'd be kind enough to give us information.,1,4811,4811
The hat which that I brought seemed strange to the nurse was a fedora.,0,1431,1431
Heather snorted.,1,2477,2477
Truman told the story Bob.,0,926,926
I think that learning English to be not all that easy.,0,3566,3566
He said that that ` that ' that that man used was wrong.,1,3500,3500
"I, I like beer.",0,1854,1854
Here's a knife for you to say was on the table.,0,1651,1651
What I arranged was for Jenny to be present.,1,8516,8516
The rat devoured the cat.,1,3725,3725
The student enjoyed his English syntax class last semester.,1,3613,3613
"The more you eat, the more you want.",1,241,241
The package drove to New York.,0,2706,2706
What did Bill cook and wash the dishes?,0,4960,4960
Kim sang and was accompanied by Sandy.,1,7005,7005
John is tough to persuade.,1,4996,4996
Baseballs toss easily.,0,2783,2783
The house circuit is joined by the electric main in the basement.,1,561,561
Confiscate any of this liquor.,0,6451,6451
The men mined the gold.,1,2665,2665
John is the kind of fool that I told you about.,1,5432,5432
Being honest is not an easy task.,1,3798,3798
Did the fact that John showed up please you?,1,1125,1125
The kennel which Mary made and Fido sleeps in has been stolen.,1,6554,6554
The kids were failed as a father.,0,738,738
How brave he is tall and!,0,1629,1629
"I threw Mary the ball, but she was looking at the birds flying overhead and didn't even notice.",1,2090,2090
The cat seems to be out of the bag.,1,4289,4289
The power of your mind and the power of your body have a tight connection.,1,4256,4256
Only the travelers who anybody has ever robbed don't carry machetes.,0,1936,1936
I never liked his analysis.,1,7720,7720
It is important for us to spend time with children.,1,3691,3691
He walked the walk.,1,7335,7335
You are taller than me.,1,5613,5613
What she considers is John proud of his work.,0,7585,7585
The teacher ordered the two boys both to pay close attention.,1,717,717
The fence hit.,0,2803,2803
We drove Highway 5 from SD to SF.,1,28,28
They wonder.,1,7310,7310
Mickey slips all the time up.,0,444,444
He saw the man with the stick.,1,3845,3845
This is the friend for whose mother Kim gave a party.,1,4897,4897
Emma insulted Miss Bates and annoyed Mr Knightley.,1,6869,6869
A book was handed to Chris.,1,4622,4622
"The sooner you call, the more carefully I know a man that will word the letter.",0,202,202
Pat was believed to have been examined by the dentist.,1,4303,4303
Pauline hammered the metal flat.,1,2501,2501
Nora pushed her way through the crowd.,1,2716,2716
Kim and Sandy met in Seoul in the lobby of the Lotte Hotel in March.,1,3901,3901
No candidate can predict how many people will vote for him.,1,380,380
Tagalog is spoken in the Philippines.,1,4561,4561
John suddenly got off the bus.,1,3680,3680
We believed him to be the headmaster,1,7787,7787
John did leave.,1,4459,4459
John scratched his arm and the boy who Mary knew did so too.,1,1535,1535
Heather cabled Sara the news.,1,3062,3062
Which packages which are to be mailed tomorrow is it possible that Sam didn't pick up until it had stopped raining?,1,1470,1470
It rained,1,7916,7916
"If he sees a hot dog, he'll bring me one.",1,1574,1574
The terrier attacked the burglar and the terrier savaged the burglar's ankles.,1,6667,6667
The curtain which Fred tore in rolling the wallpaper up was the kind gift of my maternal Aunt Priscilla.,1,1343,1343
Tony bent Mary's arm.,1,3252,3252
How many did you buy of those pies at the fair?,1,6514,6514
To please John is tough.,1,5007,5007
"The more that pictures of himself appear in the news, the more likely John is to get arrested.",0,256,256
"Mary claimed that intelligent, I consider Holly not.",0,872,872
Peter will decide which book we should review.,1,4795,4795
Bunnies carrots eat.,0,5617,5617
I put the table with books.,0,2542,2542
I lifted onto the table.,0,2575,2575
She made so much better a reply.,1,5508,5508
Mary taught John linguistics.,1,2080,2080
Lydia pocketed her pocket with the change.,0,2615,2615
John is a decidedly too tall man.,0,5505,5505
"Love her though I may, that won't affect the grade.",1,5314,5314
"Kathy likes astronomy, but she doesn't meteorology?",1,372,372
Jenny swallowed the fly,1,8220,8220
Paula spanked her right hand against the naughty child.,0,2820,2820
The president who Fred voted for has resigned.,1,4876,4876
The King of Rock and Roll's records led to dancing.,1,4127,4127
Martha carved the piece of wood from a branch into a toy.,0,2297,2297
Carla hit Bill on the back.,1,2162,2162
Mary tried to go abroad.,1,794,794
Herman mixed the eggs and the cream.,1,2871,2871
They believe that Charles Darwin's theory of evolution is just a scientific theory.,1,4035,4035
Ideas are put into children's heads by TV.,1,4648,4648
The umpire fell off the deck.,1,3590,3590
They shaved David and Anson.,0,8167,8167
The government kept all the money.,1,3826,3826
Kim is eager to recommend.,0,5030,5030
Bill left when everyone will believe that the police have forced me to confess that I shot Sandra.,1,1632,1632
Jack's pocket will have a hole in it.,1,1887,1887
There was a dragon in the cave.,1,7941,7941
"I know which book Max read, and which book Oscar hasn't done so.",0,941,941
We might go on vacation if we can ever figure out when to.,0,855,855
I met the lady from France who grows peaches.,1,4938,4938
The eggs mixed with the cream.,1,2872,2872
Cynthia munched.,0,3118,3118
The writers of any of the reports didn't know the answer.,0,1972,1972
Sally eats the stuff more.,1,5370,5370
I differed this flyer from that flyer.,0,2912,2912
I presented a solution to the problem yesterday.,1,2429,2429
The critics ascribe Shakespeare this play.,0,6843,6843
How have you picked up TNT carelessly?,0,1372,1372
Bill would be easy for it to become expensive for you to chat with in Moscow.,0,1820,1820
The ship sank to collect the insurance.,0,985,985
It is believed to be easy to annoy Ben.,1,4627,4627
The beaver built a dam.,1,6944,6944
Amanda drove the package from Boston to New York.,1,2699,2699
The cat had haven eaten.,0,6023,6023
The car honked down the road.,0,48,48
John kept him behind the garage.,1,3890,3890
Is whether he played the piano known?,0,1442,1442
"Kim seems to be just surviving, and Terry in dire need of our help.",1,7110,7110
I kicked me,0,8444,8444
Ida hunted for deer in the woods.,1,2344,2344
Each other's houses proved to the women that they had bad taste.,0,1070,1070
Martha said John sang the aria from La Bohème.,1,5755,5755
I've never seen the one taller man than my father.,0,5520,5520
Which god the statue?,0,7750,7750
"The more articles he reads, the fewer people he thinks will go into linguistics.",1,205,205
I share your view but I just wonder why you think that's good.,1,5076,5076
May she live forever!,1,4515,4515
He worked his way through the book.,1,2492,2492
Birds fly.,1,6425,6425
They didn't leave any food.,1,4452,4452
"Will put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",0,7190,7190
We know the defendants seem eager to testify against the criminal.,1,4119,4119
"He can't possibly do that, can he",1,7900,7900
We believe that the directors were present.,1,4085,4085
What Mary donated was a lot of money to NPR.,0,7210,7210
I brought John a razor to shave himself with.,1,1645,1645
John deposited some money in the checking account and Mary did the same thing in the savings account.,0,3905,3905
Doug removed the tabletop of scratches.,0,2621,2621
"The knife, which he threw into the sea had a gold handle.",1,4957,4957
This girl will buy bread and so will that one buy bread.,1,7147,7147
She will put a picture of Bill on your desk before tomorrow.,1,7135,7135
Sam offered the ball off the shelf.,0,2049,2049
The stick hit the fence.,1,2805,2805
Amanda carried the package from Boston.,1,2690,2690
"The more I talk to Joe, the less about linguistics I am inclined to think Sally has taught him to appreciate.",1,196,196
Humans love to eat owners.,1,8527,8527
The hardest that I believe that it ever snowed was last January 12th.,1,1709,1709
The commuters travelled by army lorry because the bus drivers were on strike.,1,6745,6745
One of the most serious problems that some students have be lack of motivation.,1,4229,4229
Anson demonized old,0,7952,7952
We rummaged through the desk for papers.,1,2355,2355
I think if John likes his beer.,0,5950,5950
Paula hit Deirdre on the back.,1,2798,2798
I enjoy taking a bath.,1,828,828
The apple was bitten by John.,1,5940,5940
This very heavy parcel was delivered yesterday.,1,6645,6645
The cake was been eating.,0,6029,6029
Martha carved a toy out of a piece of wood for the baby.,1,2932,2932
Students wanted to write a letter.,1,3575,3575
The man whose car I hit last week sued me.,1,5696,5696
There seems to be a nurse available.,1,7626,7626
Fred kicked the ball under the porch.,1,2009,2009
Give a fresh coat of paint to the front door.,1,2054,2054
This should be attended to immediately.,1,4678,4678
To behave oneself in public is expected.,1,6263,6263
The sheriff denied that gangsters had bribed him.,1,1219,1219
Carla mopped under the furniture.,1,2654,2654
Sarah smiled.,1,2470,2470
I ate an apple.,1,5127,5127
The drooling dog kissed the big boy.,1,5703,5703
For the girl to put a picture there is what I prefer.,1,7254,7254
Brandon read every book that Megan did.,1,6311,6311
A review seems to have come out yesterday of this article.,1,1484,1484
John said Heidi was obsessed with broccoli.,1,6051,6051
I ran a man who was old down.,0,1109,1109
Anson appeared,1,8468,8468
The tool that Jones got was more helpful than the one that Smith got.,1,3456,3456
"They want to hire someone who speaks a Balkan language, but I don't know which language.",0,6308,6308
for John to hurt himself is stupid.,1,7649,7649
I think that he eats asparagus.,1,5841,5841
She is proud.,1,7403,7403
A friend of mine and a girl who was from his home town met in Vienna who was working in Europe.,0,1716,1716
"The fact, I put it down to that Kim came.",0,6543,6543
He has books by several Greek authors.,1,1352,1352
The therapist analysed Lucy,1,7855,7855
Over the fort fluttered a large flag.,1,3306,3306
I thought of the moon,1,8256,8256
When Alison and David soaked their feet was after dinner,1,8247,8247
Every student who wins any trophy displays it in a prominent place.,1,6496,6496
Into Jeeves sauntered the room.,0,6637,6637
They read the scientific book.,1,3545,3545
